noise_level,mean_output,std_output,cv,snr,snr_db,ci_lower,ci_upper,output_range
0.01,1.8026702417162758e-05,5.850911710396386e-07,0.03245691627341606,30.810074240449428,14.88692744801156,1.6913850044661307e-05,1.918209723977651e-05,4.204852767345456e-06
0.02,1.8025227799816527e-05,1.2020206827433914e-06,0.06668546417791327,14.995771752177555,11.759688214851636,1.58321640763246e-05,2.0503449656890956e-05,8.362639646613136e-06
0.05,1.794712795714441e-05,2.9853547103415327e-06,0.16634164070542104,6.011723797836811,7.7899901918185686,1.271435985345389e-05,2.435321448510917e-05,2.0813611925644114e-05
0.1,1.7982603597059895e-05,6.181251056745395e-06,0.34373504500516333,2.9092174758758707,4.637761877450109,8.764953163763468e-06,3.2628338735159266e-05,4.558637821686875e-05
0.15,1.8094331552251206e-05,9.382215958923146e-06,0.5185168588201235,1.9285776016530751,2.8523711859312213,5.938855964007928e-06,4.1328974355465913e-05,7.951948000194383e-05
0.2,1.7630293227698083e-05,1.2691132117351975e-05,0.7198480452618657,1.389182073330797,1.4275917033139156,3.530547721203319e-06,4.917775423666424e-05,0.00012666060557955312
0.25,1.8163273627211874e-05,1.6106992870825698e-05,0.8867890888729719,1.127663852146522,0.5217965912026015,1.9862171307684688e-06,6.0116957474609504e-05,0.00013211256518404823
0.3,1.8425440053722307e-05,2.2614210676551414e-05,1.2273362595745925,0.8147726364302237,-0.8896356490372443,6.981470729523885e-07,7.950784571828753e-05,0.0002972889921291757
