barrier_idx,perturbation,param_value,output,output_change,output_change_pct
2,0.18,0.531,2.1251018250000002e-05,3.241680749999999e-06,17.99999999999999
2,0.2,0.54,2.1611204999999998e-05,3.6018674999999945e-06,19.999999999999964
3,-0.2,0.27999999999999997,1.440747e-05,-3.601867500000003e-06,-20.00000000000001
3,-0.18000000000000002,0.287,1.4767656750000001e-05,-3.241680750000002e-06,-18.000000000000007
3,-0.16,0.294,1.51278435e-05,-2.881494000000003e-06,-16.000000000000014
3,-0.14,0.301,1.5488030250000003e-05,-2.5213072500000006e-06,-14.000000000000002
3,-0.12000000000000001,0.308,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
3,-0.1,0.315,1.620840375e-05,-1.8009337500000023e-06,-10.000000000000012
3,-0.08000000000000002,0.32199999999999995,1.65685905e-05,-1.4407470000000032e-06,-8.000000000000016
3,-0.06,0.32899999999999996,1.6928777250000006e-05,-1.0805602499999973e-06,-5.999999999999985
3,-0.04000000000000001,0.33599999999999997,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
3,-0.020000000000000018,0.34299999999999997,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
3,0.0,0.35,1.8009337500000003e-05,0.0,0.0
3,0.01999999999999999,0.357,1.8369524250000002e-05,3.601867499999991e-07,1.999999999999995
3,0.03999999999999998,0.364,1.8729710999999998e-05,7.203734999999948e-07,3.999999999999971
3,0.06,0.371,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
3,0.08000000000000002,0.378,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
3,0.09999999999999998,0.385,1.981027125e-05,1.8009337499999956e-06,9.999999999999973
3,0.12,0.392,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
3,0.14,0.399,2.0530644750000004e-05,2.5213072500000006e-06,14.000000000000002
3,0.15999999999999998,0.40599999999999997,2.0890831500000003e-05,2.8814939999999997e-06,15.999999999999995
3,0.18,0.413,2.1251018250000002e-05,3.241680749999999e-06,17.99999999999999
3,0.2,0.42,2.1611205000000008e-05,3.6018675000000047e-06,20.000000000000025
4,-0.2,0.27999999999999997,1.4407470000000002e-05,-3.6018675000000013e-06,-20.000000000000004
4,-0.18000000000000002,0.287,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
4,-0.16,0.294,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
4,-0.14,0.301,1.5488030250000003e-05,-2.5213072500000006e-06,-14.000000000000002
4,-0.12000000000000001,0.308,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
4,-0.1,0.315,1.620840375e-05,-1.8009337500000023e-06,-10.000000000000012
4,-0.08000000000000002,0.32199999999999995,1.65685905e-05,-1.4407470000000032e-06,-8.000000000000016
4,-0.06,0.32899999999999996,1.6928777250000006e-05,-1.0805602499999973e-06,-5.999999999999985
4,-0.04000000000000001,0.33599999999999997,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
4,-0.020000000000000018,0.34299999999999997,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
4,0.0,0.35,1.8009337500000003e-05,0.0,0.0
4,0.01999999999999999,0.357,1.8369524250000002e-05,3.601867499999991e-07,1.999999999999995
4,0.03999999999999998,0.364,1.8729711000000005e-05,7.203735000000016e-07,4.000000000000008
4,0.06,0.371,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
4,0.08000000000000002,0.378,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
4,0.09999999999999998,0.385,1.9810271250000002e-05,1.800933749999999e-06,9.999999999999993
4,0.12,0.392,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
4,0.14,0.399,2.0530644750000004e-05,2.5213072500000006e-06,14.000000000000002
4,0.15999999999999998,0.40599999999999997,2.0890831500000003e-05,2.8814939999999997e-06,15.999999999999995
4,0.18,0.413,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
4,0.2,0.42,2.1611205000000008e-05,3.6018675000000047e-06,20.000000000000025
5,-0.2,0.32000000000000006,1.4407470000000005e-05,-3.601867499999998e-06,-19.999999999999986
5,-0.18000000000000002,0.328,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
5,-0.16,0.336,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
5,-0.14,0.34400000000000003,1.5488030250000006e-05,-2.521307249999997e-06,-13.999999999999982
5,-0.12000000000000001,0.35200000000000004,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
5,-0.1,0.36000000000000004,1.6208403750000008e-05,-1.8009337499999956e-06,-9.999999999999973
5,-0.08000000000000002,0.368,1.6568590500000003e-05,-1.4407469999999998e-06,-7.999999999999997
5,-0.06,0.376,1.6928777250000006e-05,-1.0805602499999973e-06,-5.999999999999985
5,-0.04000000000000001,0.384,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
5,-0.020000000000000018,0.392,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
5,0.0,0.4,1.8009337500000003e-05,0.0,0.0
5,0.01999999999999999,0.40800000000000003,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
5,0.03999999999999998,0.41600000000000004,1.8729711000000008e-05,7.20373500000005e-07,4.0000000000000275
5,0.06,0.42400000000000004,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
5,0.08000000000000002,0.43200000000000005,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
5,0.09999999999999998,0.44000000000000006,1.9810271250000002e-05,1.800933749999999e-06,9.999999999999993
5,0.12,0.44800000000000006,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
5,0.14,0.45600000000000007,2.0530644750000004e-05,2.5213072500000006e-06,14.000000000000002
5,0.15999999999999998,0.46399999999999997,2.0890831500000003e-05,2.8814939999999997e-06,15.999999999999995
5,0.18,0.472,2.1251018250000002e-05,3.241680749999999e-06,17.99999999999999
5,0.2,0.48,2.1611205000000008e-05,3.6018675000000047e-06,20.000000000000025
6,-0.2,0.24,1.4407470000000004e-05,-3.6018674999999996e-06,-19.999999999999996
6,-0.18000000000000002,0.24599999999999997,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
6,-0.16,0.252,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
6,-0.14,0.258,1.5488030250000006e-05,-2.521307249999997e-06,-13.999999999999982
6,-0.12000000000000001,0.264,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
6,-0.1,0.27,1.6208403750000008e-05,-1.8009337499999956e-06,-9.999999999999973
6,-0.08000000000000002,0.27599999999999997,1.6568590500000003e-05,-1.4407469999999998e-06,-7.999999999999997
6,-0.06,0.282,1.6928777250000006e-05,-1.0805602499999973e-06,-5.999999999999985
6,-0.04000000000000001,0.288,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
6,-0.020000000000000018,0.294,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
6,0.0,0.3,1.8009337500000003e-05,0.0,0.0
6,0.01999999999999999,0.306,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
6,0.03999999999999998,0.312,1.8729711000000008e-05,7.20373500000005e-07,4.0000000000000275
6,0.06,0.318,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
6,0.08000000000000002,0.324,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
6,0.09999999999999998,0.33,1.9810271250000005e-05,1.8009337500000023e-06,10.000000000000012
6,0.12,0.336,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
6,0.14,0.342,2.053064475000001e-05,2.5213072500000074e-06,14.000000000000037
6,0.15999999999999998,0.348,2.089083150000001e-05,2.8814940000000065e-06,16.000000000000032
6,0.18,0.354,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
6,0.2,0.36,2.1611205000000008e-05,3.6018675000000047e-06,20.000000000000025
7,-0.2,0.44000000000000006,1.4407470000000004e-05,-3.6018674999999996e-06,-19.999999999999996
7,-0.18000000000000002,0.451,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
7,-0.16,0.462,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
7,-0.14,0.47300000000000003,1.5488030250000003e-05,-2.5213072500000006e-06,-14.000000000000002
7,-0.12000000000000001,0.48400000000000004,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
7,-0.1,0.49500000000000005,1.6208403750000004e-05,-1.800933749999999e-06,-9.999999999999993
7,-0.08000000000000002,0.506,1.65685905e-05,-1.4407470000000032e-06,-8.000000000000016
7,-0.06,0.517,1.6928777250000002e-05,-1.0805602500000007e-06,-6.0000000000000036
7,-0.04000000000000001,0.528,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
7,-0.020000000000000018,0.539,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
7,0.0,0.55,1.8009337500000003e-05,0.0,0.0
7,0.01999999999999999,0.561,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
7,0.03999999999999998,0.5720000000000001,1.8729711000000008e-05,7.20373500000005e-07,4.0000000000000275
7,0.06,0.5830000000000001,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
7,0.08000000000000002,0.5940000000000001,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
7,0.09999999999999998,0.6050000000000001,1.9810271250000005e-05,1.8009337500000023e-06,10.000000000000012
7,0.12,0.6160000000000001,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
7,0.14,0.6270000000000001,2.0530644750000007e-05,2.521307250000004e-06,14.000000000000021
7,0.15999999999999998,0.638,2.0890831500000006e-05,2.881494000000003e-06,16.000000000000014
7,0.18,0.649,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
7,0.2,0.66,2.1611205000000004e-05,3.6018675000000013e-06,20.000000000000004
8,-0.2,0.2,1.4407470000000004e-05,-3.6018674999999996e-06,-19.999999999999996
8,-0.18000000000000002,0.205,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
8,-0.16,0.21,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
8,-0.14,0.215,1.5488030250000006e-05,-2.521307249999997e-06,-13.999999999999982
8,-0.12000000000000001,0.22,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
8,-0.1,0.225,1.6208403750000004e-05,-1.800933749999999e-06,-9.999999999999993
8,-0.08000000000000002,0.22999999999999998,1.6568590500000003e-05,-1.4407469999999998e-06,-7.999999999999997
8,-0.06,0.235,1.6928777250000002e-05,-1.0805602500000007e-06,-6.0000000000000036
8,-0.04000000000000001,0.24,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
8,-0.020000000000000018,0.245,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
8,0.0,0.25,1.8009337500000003e-05,0.0,0.0
8,0.01999999999999999,0.255,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
8,0.03999999999999998,0.26,1.8729711000000008e-05,7.20373500000005e-07,4.0000000000000275
8,0.06,0.265,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
8,0.08000000000000002,0.27,1.9450084500000003e-05,1.4407469999999998e-06,7.999999999999997
8,0.09999999999999998,0.275,1.9810271250000005e-05,1.8009337500000023e-06,10.000000000000012
8,0.12,0.28,2.0170458000000005e-05,2.1611205000000015e-06,12.000000000000007
8,0.14,0.28500000000000003,2.0530644750000007e-05,2.521307250000004e-06,14.000000000000021
8,0.15999999999999998,0.29,2.0890831500000006e-05,2.881494000000003e-06,16.000000000000014
8,0.18,0.295,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
8,0.2,0.3,2.1611205000000004e-05,3.6018675000000013e-06,20.000000000000004
9,-0.2,0.32000000000000006,1.4407470000000005e-05,-3.601867499999998e-06,-19.999999999999986
9,-0.18000000000000002,0.328,1.4767656750000004e-05,-3.241680749999999e-06,-17.99999999999999
9,-0.16,0.336,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
9,-0.14,0.34400000000000003,1.5488030250000006e-05,-2.521307249999997e-06,-13.999999999999982
9,-0.12000000000000001,0.35200000000000004,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
9,-0.1,0.36000000000000004,1.6208403750000008e-05,-1.8009337499999956e-06,-9.999999999999973
9,-0.08000000000000002,0.368,1.6568590500000003e-05,-1.4407469999999998e-06,-7.999999999999997
9,-0.06,0.376,1.6928777250000002e-05,-1.0805602500000007e-06,-6.0000000000000036
9,-0.04000000000000001,0.384,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
9,-0.020000000000000018,0.392,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
9,0.0,0.4,1.8009337500000003e-05,0.0,0.0
9,0.01999999999999999,0.40800000000000003,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
9,0.03999999999999998,0.41600000000000004,1.8729711000000008e-05,7.20373500000005e-07,4.0000000000000275
9,0.06,0.42400000000000004,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
9,0.08000000000000002,0.43200000000000005,1.945008450000001e-05,1.4407470000000066e-06,8.000000000000036
9,0.09999999999999998,0.44000000000000006,1.9810271250000005e-05,1.8009337500000023e-06,10.000000000000012
9,0.12,0.44800000000000006,2.0170458000000008e-05,2.161120500000005e-06,12.000000000000025
9,0.14,0.45600000000000007,2.0530644750000007e-05,2.521307250000004e-06,14.000000000000021
9,0.15999999999999998,0.46399999999999997,2.0890831500000003e-05,2.8814939999999997e-06,15.999999999999995
9,0.18,0.472,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
9,0.2,0.48,2.1611205000000004e-05,3.6018675000000013e-06,20.000000000000004
10,-0.2,0.24,1.4407470000000004e-05,-3.6018674999999996e-06,-19.999999999999996
10,-0.18000000000000002,0.24599999999999997,1.4767656750000003e-05,-3.2416807500000005e-06,-18.0
10,-0.16,0.252,1.5127843500000005e-05,-2.881493999999998e-06,-15.999999999999986
10,-0.14,0.258,1.5488030250000006e-05,-2.521307249999997e-06,-13.999999999999982
10,-0.12000000000000001,0.264,1.5848217000000005e-05,-2.161120499999998e-06,-11.999999999999988
10,-0.1,0.27,1.6208403750000004e-05,-1.800933749999999e-06,-9.999999999999993
10,-0.08000000000000002,0.27599999999999997,1.6568590500000003e-05,-1.4407469999999998e-06,-7.999999999999997
10,-0.06,0.282,1.6928777250000002e-05,-1.0805602500000007e-06,-6.0000000000000036
10,-0.04000000000000001,0.288,1.7288964000000005e-05,-7.203734999999982e-07,-3.99999999999999
10,-0.020000000000000018,0.294,1.7649150750000004e-05,-3.601867499999991e-07,-1.999999999999995
10,0.0,0.3,1.8009337500000003e-05,0.0,0.0
10,0.01999999999999999,0.306,1.8369524250000006e-05,3.601867500000025e-07,2.0000000000000138
10,0.03999999999999998,0.312,1.8729711000000005e-05,7.203735000000016e-07,4.000000000000008
10,0.06,0.318,1.9089897750000007e-05,1.0805602500000041e-06,6.000000000000022
10,0.08000000000000002,0.324,1.9450084500000006e-05,1.4407470000000032e-06,8.000000000000016
10,0.09999999999999998,0.33,1.9810271250000005e-05,1.8009337500000023e-06,10.000000000000012
10,0.12,0.336,2.0170458000000008e-05,2.161120500000005e-06,12.000000000000025
10,0.14,0.342,2.0530644750000007e-05,2.521307250000004e-06,14.000000000000021
10,0.15999999999999998,0.348,2.0890831500000006e-05,2.881494000000003e-06,16.000000000000014
10,0.18,0.354,2.1251018250000005e-05,3.241680750000002e-06,18.000000000000007
10,0.2,0.36,2.1611205000000004e-05,3.6018675000000013e-06,20.000000000000004
